GEO_ID,NAME,Total_Households,No_Vehicle_HH
08001007801,Census Tract 78.01; Adams County; Colorado,1413,577
08001009203,Census Tract 92.03; Adams County; Colorado,1866,66
08001009204,Census Tract 92.04; Adams County; Colorado,2547,145
08001009206,Census Tract 92.06; Adams County; Colorado,1137,44
08001009207,Census Tract 92.07; Adams County; Colorado,1419,51
08001009304,Census Tract 93.04; Adams County; Colorado,2298,160
08001009306,Census Tract 93.06; Adams County; Colorado,1384,149
08001009307,Census Tract 93.07; Adams County; Colorado,1251,76
08001009308,Census Tract 93.08; Adams County; Colorado,1609,64
08001009309,Census Tract 93.09; Adams County; Colorado,1600,198
08001009310,Census Tract 93.10; Adams County; Colorado,1897,74
08001009316,Census Tract 93.16; Adams County; Colorado,2348,81
08001009318,Census Tract 93.18; Adams County; Colorado,2537,248
08001009319,Census Tract 93.19; Adams County; Colorado,878,47
08001009320,Census Tract 93.20; Adams County; Colorado,1380,80
08001009321,Census Tract 93.21; Adams County; Colorado,1489,16
08001009322,Census Tract 93.22; Adams County; Colorado,1578,93
08001009323,Census Tract 93.23; Adams County; Colorado,1507,67
08001009325,Census Tract 93.25; Adams County; Colorado,2724,234
08001009326,Census Tract 93.26; Adams County; Colorado,1202,0
08001009327,Census Tract 93.27; Adams County; Colorado,1810,65
08001009401,Census Tract 94.01; Adams County; Colorado,1609,34
08001009406,Census Tract 94.06; Adams County; Colorado,1610,20
08001009407,Census Tract 94.07; Adams County; Colorado,1810,58
08001009408,Census Tract 94.08; Adams County; Colorado,1994,47
08001009409,Census Tract 94.09; Adams County; Colorado,2293,187
08001009410,Census Tract 94.10; Adams County; Colorado,1167,57
08001009411,Census Tract 94.11; Adams County; Colorado,1373,115
08001009501,Census Tract 95.01; Adams County; Colorado,1113,0
08001009502,Census Tract 95.02; Adams County; Colorado,2061,4
08001009553,Census Tract 95.53; Adams County; Colorado,1378,72
08001009603,Census Tract 96.03; Adams County; Colorado,2757,373
08001009604,Census Tract 96.04; Adams County; Colorado,1670,226
08001009606,Census Tract 96.06; Adams County; Colorado,1303,82
08001009607,Census Tract 96.07; Adams County; Colorado,1837,67
08001009608,Census Tract 96.08; Adams County; Colorado,1171,22
08001009751,Census Tract 97.51; Adams County; Colorado,1516,24
08001009752,Census Tract 97.52; Adams County; Colorado,1091,48
08001015000,Census Tract 150; Adams County; Colorado,988,15
08001060001,Census Tract 600.01; Adams County; Colorado,1351,65
08001060002,Census Tract 600.02; Adams County; Colorado,1486,0
08001060100,Census Tract 601; Adams County; Colorado,2626,15
08001060200,Census Tract 602; Adams County; Colorado,2470,197
08001061200,Census Tract 612; Adams County; Colorado,1576,30
08001988700,Census Tract 9887; Adams County; Colorado,0,0
08059009806,Census Tract 98.06; Jefferson County; Colorado,1903,24
08059009807,Census Tract 98.07; Jefferson County; Colorado,776,55
08059009815,Census Tract 98.15; Jefferson County; Colorado,1984,19
08059009823,Census Tract 98.23; Jefferson County; Colorado,1602,3
08059009824,Census Tract 98.24; Jefferson County; Colorado,2007,19
08059009827,Census Tract 98.27; Jefferson County; Colorado,2405,130
08059009828,Census Tract 98.28; Jefferson County; Colorado,2146,142
08059009829,Census Tract 98.29; Jefferson County; Colorado,683,6
08059009830,Census Tract 98.30; Jefferson County; Colorado,1008,4
08059009831,Census Tract 98.31; Jefferson County; Colorado,1752,43
08059009832,Census Tract 98.32; Jefferson County; Colorado,910,54
08059009833,Census Tract 98.33; Jefferson County; Colorado,2252,136
08059009834,Census Tract 98.34; Jefferson County; Colorado,1981,61
08059009835,Census Tract 98.35; Jefferson County; Colorado,1392,14
08059009836,Census Tract 98.36; Jefferson County; Colorado,1574,8
08059009837,Census Tract 98.37; Jefferson County; Colorado,2854,0
08059009838,Census Tract 98.38; Jefferson County; Colorado,2159,43
08059009839,Census Tract 98.39; Jefferson County; Colorado,815,0
08059009840,Census Tract 98.40; Jefferson County; Colorado,1359,156
08059009841,Census Tract 98.41; Jefferson County; Colorado,874,64
08059009842,Census Tract 98.42; Jefferson County; Colorado,1268,16
08059009845,Census Tract 98.45; Jefferson County; Colorado,1747,31
08059009846,Census Tract 98.46; Jefferson County; Colorado,1953,20
08059009847,Census Tract 98.47; Jefferson County; Colorado,1318,12
08059009848,Census Tract 98.48; Jefferson County; Colorado,1079,22
08059009850,Census Tract 98.50; Jefferson County; Colorado,1108,21
08059009851,Census Tract 98.51; Jefferson County; Colorado,1799,9
08059009852,Census Tract 98.52; Jefferson County; Colorado,1834,32
08059009853,Census Tract 98.53; Jefferson County; Colorado,991,13
08059009854,Census Tract 98.54; Jefferson County; Colorado,2146,174
08059009855,Census Tract 98.55; Jefferson County; Colorado,1072,33
08059009856,Census Tract 98.56; Jefferson County; Colorado,1306,30
08059009857,Census Tract 98.57; Jefferson County; Colorado,1266,149
08059009858,Census Tract 98.58; Jefferson County; Colorado,1600,0
08059009901,Census Tract 99.01; Jefferson County; Colorado,960,129
08059010001,Census Tract 100.01; Jefferson County; Colorado,1434,150
08059010100,Census Tract 101; Jefferson County; Colorado,2158,103
08059010205,Census Tract 102.05; Jefferson County; Colorado,1032,88
08059010206,Census Tract 102.06; Jefferson County; Colorado,1619,42
08059010208,Census Tract 102.08; Jefferson County; Colorado,2079,46
08059010209,Census Tract 102.09; Jefferson County; Colorado,2645,89
08059010210,Census Tract 102.10; Jefferson County; Colorado,1336,133
08059010211,Census Tract 102.11; Jefferson County; Colorado,1242,132
08059010212,Census Tract 102.12; Jefferson County; Colorado,1642,17
08059010213,Census Tract 102.13; Jefferson County; Colorado,1906,23
08059010303,Census Tract 103.03; Jefferson County; Colorado,2138,12
08059010304,Census Tract 103.04; Jefferson County; Colorado,976,36
08059010305,Census Tract 103.05; Jefferson County; Colorado,1624,65
08059010306,Census Tract 103.06; Jefferson County; Colorado,1154,26
08059010307,Census Tract 103.07; Jefferson County; Colorado,2019,128
08059010308,Census Tract 103.08; Jefferson County; Colorado,3185,59
08059010402,Census Tract 104.02; Jefferson County; Colorado,2718,166
08059010403,Census Tract 104.03; Jefferson County; Colorado,2502,139
08059010405,Census Tract 104.05; Jefferson County; Colorado,1629,111
08059010406,Census Tract 104.06; Jefferson County; Colorado,1458,25
08059010502,Census Tract 105.02; Jefferson County; Colorado,2324,114
08059010503,Census Tract 105.03; Jefferson County; Colorado,2138,186
08059010504,Census Tract 105.04; Jefferson County; Colorado,1179,24
08059010603,Census Tract 106.03; Jefferson County; Colorado,1916,86
08059010604,Census Tract 106.04; Jefferson County; Colorado,1021,36
08059010701,Census Tract 107.01; Jefferson County; Colorado,2463,334
08059010702,Census Tract 107.02; Jefferson County; Colorado,2451,139
08059010801,Census Tract 108.01; Jefferson County; Colorado,1069,31
08059010901,Census Tract 109.01; Jefferson County; Colorado,2219,71
08059010902,Census Tract 109.02; Jefferson County; Colorado,1533,171
08059011000,Census Tract 110; Jefferson County; Colorado,2271,136
08059011101,Census Tract 111.01; Jefferson County; Colorado,1653,70
08059011102,Census Tract 111.02; Jefferson County; Colorado,1407,367
08059011202,Census Tract 112.02; Jefferson County; Colorado,1715,49
08059011300,Census Tract 113; Jefferson County; Colorado,1529,63
08059011401,Census Tract 114.01; Jefferson County; Colorado,1326,230
08059011402,Census Tract 114.02; Jefferson County; Colorado,2016,208
08059011551,Census Tract 115.51; Jefferson County; Colorado,1981,117
08059011552,Census Tract 115.52; Jefferson County; Colorado,1476,305
08059011601,Census Tract 116.01; Jefferson County; Colorado,1354,134
08059011602,Census Tract 116.02; Jefferson County; Colorado,1716,123
08059011701,Census Tract 117.01; Jefferson County; Colorado,1993,80
08059011702,Census Tract 117.02; Jefferson County; Colorado,2239,86
08059011708,Census Tract 117.08; Jefferson County; Colorado,1509,16
08059011709,Census Tract 117.09; Jefferson County; Colorado,1574,36
08059011710,Census Tract 117.10; Jefferson County; Colorado,2013,66
08059011711,Census Tract 117.11; Jefferson County; Colorado,1890,59
08059011712,Census Tract 117.12; Jefferson County; Colorado,1810,0
08059011720,Census Tract 117.20; Jefferson County; Colorado,2072,54
08059011721,Census Tract 117.21; Jefferson County; Colorado,1289,25
08059011723,Census Tract 117.23; Jefferson County; Colorado,1788,96
08059011724,Census Tract 117.24; Jefferson County; Colorado,2912,57
08059011725,Census Tract 117.25; Jefferson County; Colorado,771,13
08059011726,Census Tract 117.26; Jefferson County; Colorado,2177,135
08059011727,Census Tract 117.27; Jefferson County; Colorado,1519,9
08059011728,Census Tract 117.28; Jefferson County; Colorado,1152,32
08059011729,Census Tract 117.29; Jefferson County; Colorado,2159,39
08059011730,Census Tract 117.30; Jefferson County; Colorado,1552,4
08059011731,Census Tract 117.31; Jefferson County; Colorado,1924,55
08059011732,Census Tract 117.32; Jefferson County; Colorado,2438,116
08059011733,Census Tract 117.33; Jefferson County; Colorado,1305,99
08059011803,Census Tract 118.03; Jefferson County; Colorado,2165,43
08059011804,Census Tract 118.04; Jefferson County; Colorado,1707,99
08059011806,Census Tract 118.06; Jefferson County; Colorado,2299,352
08059011807,Census Tract 118.07; Jefferson County; Colorado,1562,96
08059011808,Census Tract 118.08; Jefferson County; Colorado,1544,199
08059011904,Census Tract 119.04; Jefferson County; Colorado,1603,44
08059011951,Census Tract 119.51; Jefferson County; Colorado,2027,67
08059012022,Census Tract 120.22; Jefferson County; Colorado,2239,14
08059012023,Census Tract 120.23; Jefferson County; Colorado,1320,8
08059012024,Census Tract 120.24; Jefferson County; Colorado,2428,42
08059012026,Census Tract 120.26; Jefferson County; Colorado,1342,11
08059012027,Census Tract 120.27; Jefferson County; Colorado,1146,12
08059012030,Census Tract 120.30; Jefferson County; Colorado,1631,33
08059012031,Census Tract 120.31; Jefferson County; Colorado,1357,19
08059012032,Census Tract 120.32; Jefferson County; Colorado,1020,11
08059012033,Census Tract 120.33; Jefferson County; Colorado,1105,72
08059012034,Census Tract 120.34; Jefferson County; Colorado,1614,9
08059012035,Census Tract 120.35; Jefferson County; Colorado,1766,0
08059012036,Census Tract 120.36; Jefferson County; Colorado,1264,12
08059012037,Census Tract 120.37; Jefferson County; Colorado,1598,0
08059012038,Census Tract 120.38; Jefferson County; Colorado,1279,54
08059012039,Census Tract 120.39; Jefferson County; Colorado,2061,49
08059012041,Census Tract 120.41; Jefferson County; Colorado,2034,21
08059012042,Census Tract 120.42; Jefferson County; Colorado,1388,8
08059012043,Census Tract 120.43; Jefferson County; Colorado,2411,70
08059012044,Census Tract 120.44; Jefferson County; Colorado,1591,17
08059012045,Census Tract 120.45; Jefferson County; Colorado,2219,34
08059012046,Census Tract 120.46; Jefferson County; Colorado,806,4
08059012047,Census Tract 120.47; Jefferson County; Colorado,1701,64
08059012048,Census Tract 120.48; Jefferson County; Colorado,946,71
08059012049,Census Tract 120.49; Jefferson County; Colorado,1413,58
08059012050,Census Tract 120.50; Jefferson County; Colorado,1910,100
08059012051,Census Tract 120.51; Jefferson County; Colorado,1376,0
08059012052,Census Tract 120.52; Jefferson County; Colorado,1995,95
08059012053,Census Tract 120.53; Jefferson County; Colorado,1536,26
08059012054,Census Tract 120.54; Jefferson County; Colorado,1569,28
08059012055,Census Tract 120.55; Jefferson County; Colorado,1458,53
08059012057,Census Tract 120.57; Jefferson County; Colorado,2570,32
08059012058,Census Tract 120.58; Jefferson County; Colorado,1497,34
08059012059,Census Tract 120.59; Jefferson County; Colorado,1280,20
08059012060,Census Tract 120.60; Jefferson County; Colorado,1425,0
08059015800,Census Tract 158; Jefferson County; Colorado,2092,139
08059015900,Census Tract 159; Jefferson County; Colorado,1472,105
08059060300,Census Tract 603; Jefferson County; Colorado,1581,0
08059060400,Census Tract 604; Jefferson County; Colorado,2290,15
08059060501,Census Tract 605.01; Jefferson County; Colorado,3876,59
08059980000,Census Tract 9800; Jefferson County; Colorado,0,0
08059980400,Census Tract 9804; Jefferson County; Colorado,0,0
08059980700,Census Tract 9807; Jefferson County; Colorado,0,0
08059980800,Census Tract 9808; Jefferson County; Colorado,0,0
